Commit message,Class,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Extract adding the move function to a private method,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0.333333333,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0.012820513,0,0,0,0,0
extract static assertXyz methods for null safe and unknown type safe checks,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0.166666667,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0.012820513,0,0,0,0,0
Removed duplicate code by extracting a method for the parsing of the event line ( E ... ).,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0.833333333,0.025641026,0,0.025641026,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactoring to extract method so that it is easier to subclass theTopLevelTransaction and disable the persistence of data.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refactor: Extracted parts from generateRoleSlotMethodsMultStar() to allow subclasses of code generator to wrap the multiple generated methods without replicating most of the code in the original code generator super class method. Also generate any interfaces declared in the dml files to the base classes.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[bplustree] Extracted InnerNode s constructors to init methods* This allows the constructor s code to be reused in subclasses* Also extracted LastKey representation to its toString(),extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract Kahn s algorithm from compute method,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extracted some internal methods in TimelineValue class with some tests,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract the ConnectionListener creation in a separate method in Pool,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fixed A87 Reduced the resulting index size based on not storing the filename and dfilename (for displaying only).Now we just index the lowercase variant and store the original one. That has been done for filename and for path as well. Removed the dpath and the dfilename fields. Did some little refactoring (extracting some methods) toget an better overview and less long methods.git svn id: http://svn.serverix/supose/trunk@421 2a5690f4 4b40 0410 ba62 85a317ce182b,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012 extract common builder for the StreamMappingMethods and IterableMappingMethod,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Polish after PR merge* Extract common TypeMirror extraction into a separate method* Remove not needed code from tests,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extracted two methods from handleState() to reduce the method size.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract the readBinding method so that it can be publicly reusedFixes 152,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clean up code extract method.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract method: waitForExit()git svn id: https://scm.ops4j.org/repos/ops4j/projects/pax/runner@14226 9b982a3c 3ae5 0310 a4bc d9a3335569bd,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extracted methods.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract OIDC UserInfo and Token request construction into extensible methods,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refactor TestIndirectBasicAuthClientThere were several tests that had very similar structure and code.Extract helper methods to make the intent of the code more clear andavoid repetition.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extracted method per pull request comment,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAS 173: Port changes from CAS 157 to the PAC4J project SAML2ClientConfiguration has been made non final to allow forsub classes. A new init() method has been introduced. It does nothing inSAML2ClientConfiguration but can be overridden in sub classes.SAML2Client now calls the new init() method on its configuration.A piece of code in Clients has been extracted into a separate method. Itallows for reuse in sub classes of Clients.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Support for European e identification (merging with master) ( 1128)* Only bootstrapping signature signing configuration if none defined* Support for configuring ProviderName and AuthnRequest extensions* guarding against null pointer exception when AuthContext is defined but AuthnContextClassRef is not (it is not mandatory)* Adding support for setting a SAML attribute as the principal Id* extracting code block to reduce internalInit() method size,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[NGRINDER 567] Simplify the impl (delete unncessary code and extractmethods),extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract methods,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract helper methods to separate classes.Refactored towards Composed Method.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract common g gap assertion code into something more readable for processor.with methods,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract if clauses into methods and add Javadoc commentsThe extracted methods more clearly describe why we useEquinox ExtendedLogService it provide named Loggerswhich log messages with class based granularity(instead of bundle based like with standard OSGI LogService)Additionally the ExtendedLogService is included and used by defaultin Eclipse since 3.7 version:https://bugs.eclipse.org/bugs/show_bug.cgi?id 292135,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advance method extracted from run method,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BalajiN | 158 | Refactoring TreatmentCardService. Extracting out methods,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extracted method,extract,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022354694,0.042553191,0.025171625,0.014388489,0.030405405,0,0,0,0,0.010033445,0.016853933,0.027210884,0.009569378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0,0,0,0
extracted method to find next downstream traffic light,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extracted a method to parse the comment contents,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract some methods from AbstractPipe path.Needed this to override getPathToHere in Pacer plus it cleans up the method a bit I think.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extracted method that determines the metrics value.,extract,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract some logic to methods in DefaultComparator to improve readability,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slightly untested extraction of method to compute effective tweet lengths,extract,0,0,0,0,0,0,0,0,0,0.5,0.666666667,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0.2,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064102564,0,0,0,0,0
Refactored to extract writePotToFile and writePoToFile methods,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extracted interpolation method,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract method,extract,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0.2,0,0,0,0.1,0.25,0,0,0,0,0,0,0.266666667,0.539351852,0.5,0,0,0,0,0.666666667,0.666666667,0.75,0.333333333,0,0,0,0,0,0.153846154,0,0,0.153846154,0,0,0,0,0,0,0
Extract abstract method JavacSingularizer.generateClearStatements,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract method finishAndInjectMethod,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rearranged some file related methods* Extracted little endian methods from GmStreamEncoder to StreamEncoder* I chose not to do this for GSDecoder due to the obfuscation table* Maybe once we add more GM7 support we ll revise this model* GSE now extends SE and holds some Resource specific methods* Moved some lower level methods from GmFileWriter to GSE* Likewise for GmFileReader and GSDecoder* Improved read4 and readD to use byte arrays rather than individual reads.git svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@358 8f422083 7f27 0410 bc82 93e204be8cd2,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[HER 741] Make extractors interrogate for charset* ReplayCharSequence GenericReplayCharSequenceuse Charset instance rather than String name* Recorderuse Charset instance ratehr than String name(getContentReplayCharSequence) avoid reusing cached ReplayCharSequence when encoding in use has changed since it was created(getContentReplayPrefixString) allow requested specific charset interpretation* ExtractorHTML ExtractorXMLwork with Charset instancesdouble check that in content declarations are self consistent before usingrecycle matcher instanceschange minor charset problems/decisions to a crawl.log annotation,extract,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205128205,0.205128205,0,0,0,0,0
[HER 741] Make extractors interrogate for charset* FetchHTTPuse Charset instances rather than String names,extract,0,0.5,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0.012820513,0,0,0,0,0
* ExtractorMultipleRegex.javarefactor for readability,extract,0,0,0.5,0.5,0.125,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
* ExtractorJS.javarefactor so considerStrings() is not static allowing it to be overridden in subclasses* ExtractorHTML.java ExtractorJS.javaadd @Autowired parameter extractorJS used to process inline javascript instead of call to static ExtractorJS.considerStrings(),extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
only extract urls that look like youtube watch pages,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
implement itagPriority and extractLimit parameters,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extract settings object,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002980626,0.010638298,0.018306636,0.014388489,0.037162162,0.028571429,0,0,0,0.02006689,0.030898876,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0.072727273,0.072727273,0.192982456,0.102564103
extract class,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053651267,0.042553191,0.070938215,0.028776978,0.067567568,0.014285714,0,0,0,0.053511706,0.056179775,0.027210884,0.076555024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0.072727273,0.087719298,0.051282051
and more code extracts,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
extract base class + move test classes,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JNI libs are now extracted to the .wsn device drivers folder in the user home.  4,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extract HTTPServletRequest usage to createURLData to reduce the scope ofmutability and to allow future cache of URLDatas,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002980626,0.010638298,0.018306636,0.014388489,0.037162162,0.028571429,0.033333333,0,0,0.02006689,0.030898876,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003333333,0.072727273,0.072727273,0.192982456,0.102564103
autocomletion started. + start to extract new class GlobalEnvironment,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0.001490313,0.010638298,0.016018307,0.021582734,0.037162162,0.028571429,0.033333333,0.002314815,0,0.016722408,0.028089888,0.006802721,0.052631579,0.083333333,0.083333333,0.083333333,0.166666667,0.041666667,0,0,0,0,0.076923077,0,0,0.076923077,0,0,0.006666667,0.054545455,0.054545455,0.175438596,0.076923077
extracted all wsdl/soap functionality into an external library(generic soap client). Needs it now for compilation.,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simplified MOH731 builder code by using EmrReportingUtils.addRow to add columns based on dimensions and also extracted PwP indicators into PwpIndicatorLibrary,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Begun working on extracting JsonPath,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0
It s now possible to map to java objects when extracting from a list in JsonPath,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[refactor]: extract authorization service interace,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV 1166 Handling value unwrapping via ValueExtractor;* Replacing value handlers for JavaFX and Optional with ValueExtractor implementations* Not supporting implicit unwrapping for the time being,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV 1339 Add support for non parameterized type in value extraction,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV 1356 Enable CDI for value extractors added via the ServiceLoader,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HV 1381 Fix value extraction resolution logic for forced and implicitunwrapping,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extracted StatusUpdateService from TimelineService,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongo mapReduce: handle collection name extraction from the getCollection function,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0.012820513,0,0,0,0,0
Coded MDI functionality and lots of other GUI code.GMLTextArea* Leading spaces are converted to tabs* Tab width is set on initialisation* Added getTextCompat() to convert newlines and tabs back for resave* See Prefs.tabWidth* See Util.convertIndents(String)GmMenu* Extracted from GmMenuBar to allow subclassingGmMenuBar* Added Window menuGmTreeGraphics* Background nodes are now shown correctly in the treeMDIManager* Implemented resizeDesktop()MDIMenu* The Window menu it updates when frames are added and removed and offers some common commands* Subclasses GmMenuMDIPane* Modified to call resizeDesktop() in certain cases* Added functions to close all etc.VTextIcon* Fixed a generics warningLGM* mdi is now an instance of MDIPane* Modified createTree to add a JToggleButton for the EventFrame* Reordered some GUI initialisation code to work with the extra toolbar button* Overloaded makeButton for other kinds of AbstractButtonResource* Modified the arguments to copy there are now two versions* Modified subclasses to use the new arguments.ResourceFrame* Added javadoc comments to some fields to clarify their purpose* Modified resourceChanged in all subclasses to compare against resOriginalScriptFrame* Modified to use GMLTextArea.getTextCompat()EventFrame* Added support for the toggle buttoncheckstyle.xml* TODO comments are now ignored Eclipse already has better functionality for thatAbstractBitmap* Removed a FIXME commentgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@113 8f422083 7f27 0410 bc82 93e204be8cd2,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coded MDI functionality and lots of other GUI code.GMLTextArea* Leading spaces are converted to tabs* Tab width is set on initialisation* Added getTextCompat() to convert newlines and tabs back for resave* See Prefs.tabWidth* See Util.convertIndents(String)GmMenu* Extracted from GmMenuBar to allow subclassingGmMenuBar* Added Window menuGmTreeGraphics* Background nodes are now shown correctly in the treeMDIManager* Implemented resizeDesktop()MDIMenu* The Window menu it updates when frames are added and removed and offers some common commands* Subclasses GmMenuMDIPane* Modified to call resizeDesktop() in certain cases* Added functions to close all etc.VTextIcon* Fixed a generics warningLGM* mdi is now an instance of MDIPane* Modified createTree to add a JToggleButton for the EventFrame* Reordered some GUI initialisation code to work with the extra toolbar button* Overloaded makeButton for other kinds of AbstractButtonResource* Modified the arguments to copy there are now two versions* Modified subclasses to use the new arguments.ResourceFrame* Added javadoc comments to some fields to clarify their purpose* Modified resourceChanged in all subclasses to compare against resOriginalScriptFrame* Modified to use GMLTextArea.getTextCompat()EventFrame* Added support for the toggle buttoncheckstyle.xml* TODO comments are now ignored Eclipse already has better functionality for thatAbstractBitmap* Removed a FIXME commentgit svn id: https://lateralgm.svn.sourceforge.net/svnroot/lateralgm@113 8f422083 7f27 0410 bc82 93e204be8cd2,extract,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0.025641026,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
